Datenstand,IdBundesland,Bundesland,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,incidence_7d
2022-05-07,0,Bundesgebiet,25287462,136523,72252,184,452402,544.0464570327681
2022-05-07,1,Schleswig-Holstein,680776,2465,3681,9,23726,815.0813758749516
2022-05-07,2,Hamburg,556829,2569,2043,7,9593,517.8469056042771
2022-05-07,3,Niedersachsen,2227557,8922,9838,11,61213,764.8354372461476
2022-05-07,4,Bremen,190627,765,743,1,4514,663.6966462293973
2022-05-07,5,Nordrhein-Westfalen,5048875,24927,16138,18,91139,508.4301363917577
2022-05-07,6,Hessen,1766541,9993,5801,6,38263,608.0099104518974
2022-05-07,7,Rheinland-Pfalz,1100671,5564,4274,13,22464,548.117541737721
2022-05-07,8,Baden-Württemberg,3547527,15871,8616,16,55306,498.11569675088174
2022-05-07,9,Bayern,4721739,23685,12108,24,82943,631.2164754478686
2022-05-07,10,Saarland,305631,1648,793,0,5559,564.9441915627277
2022-05-07,11,Berlin,1013830,4512,1623,3,12599,343.8509118776623
2022-05-07,12,Brandenburg,772525,5591,1178,15,9538,376.8365249335163
2022-05-07,13,Mecklenburg-Vorpommern,473544,2175,682,4,5914,367.1526856033187
2022-05-07,14,Sachsen,1482026,15393,2387,31,14488,357.1163593456252
2022-05-07,15,Sachsen-Anhalt,700790,5280,1361,5,9345,428.535266916252
2022-05-07,16,Thüringen,697974,7163,986,21,5798,273.4599952741132
