Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-12-03,00,Bundesgebiet,172335,207.04103135519196
2022-12-03,01,Schleswig-Holstein,7154,244.83188769355286
2022-12-03,02,Hamburg,4046,218.23850350740452
2022-12-03,03,Niedersachsen,32099,399.8863340629929
2022-12-03,04,Bremen,2290,338.52553650384425
2022-12-03,05,Nordrhein-Westfalen,43116,240.54105334955761
2022-12-03,06,Hessen,10341,164.27278909651872
2022-12-03,07,Rheinland-Pfalz,5683,138.39086225811127
2022-12-03,08,Baden-Württemberg,13920,125.12762208437809
2022-12-03,09,Bayern,14184,107.64219352387711
2022-12-03,10,Saarland,2097,213.46813960022314
2022-12-03,11,Berlin,8392,228.20024190530887
2022-12-03,12,Brandenburg,8333,328.3464703443993
2022-12-03,13,Mecklenburg-Vorpommern,5375,333.6105663000571
2022-12-03,14,Sachsen,7082,175.16686857933783
2022-12-03,15,Sachsen-Anhalt,5531,254.97256428825963
2022-12-03,16,Thüringen,2692,127.65172512391749
